uuid,question,options,answer,answer_letter,discipline,field,subfield,difficulty,is_calculation
98d007c3316549bfb06509fd1e5700de,Who is generally the first person responsible for legal documentation?,"[judge, user, mediator, facilitator, administrator, client, publisher, proposer, reviewer, executor]",proposer,H,Law,Law,Legal Theory and Legal History,easy,false
fea8e70b9a1d41bd886c42db48d8f861,Which person developed China's international strategy from concept to practice?,"[Chen Yi, Zhao Ziyang, Jiang Qing, Liu Bocheng, Zhou Enlai, Mao Zedong, Jiang Zemin, Lin Biao, Liu He, Deng Xiaoping]",Deng Xiaoping,J,Law,Political Science,Political Science,middle,false
c587e1c79bf54c51bbbe4ba635e1620b,"Under Chinese law, regarding issues of pre-contractual liability, breach of contract liability, invalid contracts, and revocable contracts,which of the following statements is correct?","['Contracts signed under fraud or coercion are generally revocable, regardless of whether they cause loss to the parties.', 'Liability for breach of contract necessitates the contract\'s invalidity but doesn\'t dictate fault of the breaching party; it only states that loss must occur.', 'Liability for breach of contract demands the contract to be enforced but does not depend on the breaching party\'s fault; it solely needs that the breach triggers loss.', 'Liability for breach of contract necessitates the contract be substantive but doesn\'t hold the breaching party accountable; loss is mere condition.', 'If a party violates the principle of good faith during the contract formation process, leading to the contract not being established but causing loss to the other party, the injured party can claim both pre-contractual liability and liability for an invalid contract from that party.', 'If a party violates the principle of good faith during the contract formation process, leading to the contract not being established but causing loss to the other party, the injured party can claim both pre-contractual liability and liability for a revocable contract from that party.', 'Liability for breach of contract necessitates the contract be legitimate but doesn\'t require the breaching party to be in error; it only necessitates that the breach lead to loss.', Liability for breach of contract requires the contract to be valid but does not require the breaching party to be at fault; it only requires that the breach causes loss., 'Liability for breach of contract mandates the contract be binding but doesn\'t hold the breaching party liable; it merely necessitates that the breach results in loss.', Liability for breach of contract stipulates the contract must be valid and requires the breaching party to be intentionally at fault; the breach must also result in loss.]",Liability for breach of contract requires the contract to be valid but does not require the breaching party to be at fault; it only requires that the breach causes loss.,H,Law,Law,Civil and Commercial Law,easy,false
6da215a6239c46969f9bc75c8e671a11,"According to China's Property Law, A U.S. company filed a patent application for an oral drug in the U.S. on December 1, 2004, and it was accepted. On May 9, 2005, the company filed a patent application for the same drug with the Chinese Patent Office, claiming priority and submitting the relevant documents in a timely manner. The Chinese Patent Office granted the patent on April 1, 2008. Which of the following statements about the Chinese patent is correct?","['The protection period expires on May 9, 2015.', The protection period begins on the date of approval., 'The protection period expires on December 1, 2014.', The protection period is determined by the filing date., 'The protection period is calculated from December 1, 2004.', 'The protection period is calculated from April 1, 2008.', 'The protection period starts from January 1, 2005.', The protection period of the patent is 10 years., 'The protection period is calculated from May 9, 2005.', 'The protection period is effective from April 1, 2008.']","The protection period is calculated from December 1, 2004.",E,Law,Law,International Law,middle,false
1d4c9214af9d4887823b7ef27c84e564,"According to China's Property Law, Zhang sent his ""Fengshen"" car to a repair shop for maintenance, spending a total of 20,000 yuan. The two parties agreed that after the repair work was completed, Zhang would first take the car and pay within five days. Which of the following statements is correct?","['If the repair shop can prove Zhang\'s inability to pay, it can exercise a lien on the car.', 'Since the repair costs are covered by warranty, the repair shop cannot exercise a lien on the car.', 'Since Zhang is permitted to take the car before payment, the repair shop cannot exercise a lien on the car.', 'Given the limited time frame for payment, the repair shop cannot exercise a lien on the car.', 'Because the parties agreed to exclude the applicability of the lien, the repair shop cannot exercise a lien on the car.', 'If Zhang had previously paid the shop in full, the repair shop cannot exercise a lien on the car.', 'Because the value of the car far exceeds the repair fee, the repair shop cannot exercise a lien on the car.', 'Provided Zhang reimbursed the payment, the repair shop cannot exercise a lien on the car.', 'If Zhang agrees to secure payment by other means, the repair shop cannot exercise a lien on the car.', 'According to the performance order agreed upon by both parties, the repair shop cannot exercise a lien on the car.']","If the repair shop can prove Zhang's inability to pay, it can exercise a lien on the car.",A,Law,Law,Civil and Commercial Law,middle,false
44cf474e6cbb44c8a6a30534af78e75e,"Under China's Property Law, According to the scope of control the property owner has over the subject matter, property rights can be divided into?","[Private property rights and public property rights, Fixed property rights and variable property rights, Exclusive property rights and shared property rights, Movable property rights and immovable property rights, Tangible property rights and intangible property rights, Direct property rights and indirect property rights, Principal property rights and subordinate property rights, Usufructuary property rights and security property rights, Absolute property rights and conditional property rights, Full property rights and partial property rights]",Full property rights and partial property rights,J,Law,Law,Civil and Commercial Law,middle,false
5491c60e852d45178b4ddb34b3146e33,"According to Chinese contract law, if the right to rescind a contract is not exercised within 1 year from the date the person knows the reason for rescission, the right to rescind will be extinguished. This provision falls under which category?","[Extinctive prescription, Rights extinguishment terms, Contractual lapse provisions, Acquired effectiveness, Renewal time conditions, Statute of limitations, Lapsed claims period, Limitation period regulations, Restorative contract principles, Prescription period]",Statute of limitations,F,Law,Law,Civil and Commercial Law,middle,false
4f839e91e238463cbf6e7e78e52b852a,"Under Chinese law, If an individual named A publishes a novel in the magazine ""Fog City"" without making a copyright declaration, and a reader, who enjoys it, recommends it to the magazine ""Legend Digest"" for reprinting, which of the following statements is correct?","['""Legend Digest"" magazine does not need A\'s consent but should pay A for the manuscript.', '""Legend Digest"" magazine must obtain the consent of ""Fog City"" magazine but does not need to pay it for the manuscript.', '""Legend Digest"" magazine must obtain A\'s consent and should pay A for the manuscript.', '""Legend Digest"" magazine does not require any consent but should pay ""Fog City"" for the manuscript.', '""Legend Digest"" magazine must obtain A\'s consent but should compensate A with royalties.', '""Legend Digest"" magazine must obtain A\'s consent but does not need to pay A for the manuscript.', '""Legend Digest"" magazine must obtain A\'s consent and should compensate A with publication credits.', '""Legend Digest"" magazine does not need the consent of ""Fog City"" magazine but must compensate A indirectly.', '""Legend Digest"" magazine does not need the consent of ""Fog City"" magazine but should pay it for the manuscript.', '""Legend Digest"" magazine does not require A\'s consent but should compensate A indirectly.']","""Legend Digest"" magazine does not need A's consent but should pay A for the manuscript.",A,Law,Law,Civil and Commercial Law,middle,false
67017df7bd234ec2be03a64566ba80ab,"Under Chinese law, A person with a mental illness, who is completely unable to recognize their own actions, throws their watch to the roadside. The watch is picked up by B. Which of the following statements is correct?","[B should return the watch to the rightful owner., 'B becomes the watch\'s temporary caretaker.', B acquires ownership of the watch through occupation., 'B\'s retrieval of the watch constitutes theft.', 'B must compensate A for the watch\'s value.', 'B\'s action constitutes management without cause.', B legally secures ownership by finding the watch., A retains ownership despite discarding the watch., A loses ownership of the watch., B now legally owns the watch after retrieval.]",B should return the watch to the rightful owner.,A,Law,Law,Civil and Commercial Law,middle,false
3f9228eab8744000be5edabd40a69486,"According to China's Maritime Law, the correct order of priority for claims on the same ship is?","['Ship lien, ship privilege, ship mortgage', 'Ship mortgage, ship lien, ship privilege', 'Ship lien, ship mortgage, ship privilege', 'Ship privilege, ship lien, ship mortgage', 'Ship mortgage, ship privilege, ship lien', 'Ship privilege, ship mortgage, ship lien']","Ship privilege, ship lien, ship mortgage",D,Law,Law,Civil and Commercial Law,middle,false
d4afd76b77d641bebc846944d3e7d8bf,"Under Chinese law, in the context of the contract between Party A and Party B for the sale of fish meal, where the price was initially agreed at 3000 yuan per ton on February 7, 2002, and later changed to 3800 yuan per ton on April 5 of the same year, and with Party C providing a guarantee for Party B's payment, the following statements are correct?","['If Party C, the guarantor, is unaware of the modification to the sales contract between Party A and Party B, Party C is relieved of the guarantee responsibility.', The initial agreement was for a quantity of 200 tons of fish meal on February 7., The change in price between Party A and Party B was never officially documented., Party B must seek permission from Party C for any changes made to the contract., 'The contract modification will automatically void Party C\'s guarantee obligations.', The original contract price was set at 2500 yuan per ton before any changes., The modification of the sales contract between Party A and Party B is considered an update., The modification of the sales contract only applies to the delivery terms agreed upon., 'The price adjustment made in the contract requires Party C\'s written consent to be valid.', 'Party A and Party B\'s modification of the original sales contract does not apply to the rules of offer and acceptance.']","If Party C, the guarantor, is unaware of the modification to the sales contract between Party A and Party B, Party C is relieved of the guarantee responsibility.",A,Law,Law,Civil and Commercial Law,middle,false
fb201ab360a04281ba183cac28d61b5f,"Under Chinese law,employee Wei of Company A won a prize in the company's annual meeting lottery. According to the rules of the event, the company will fund the education expenses of the employee's child for the following year. If the employee leaves the company, the funding becomes invalid. Which of the following statements is correct?","['Company A guaranteed Wei\'s employment for the next year.', Company A and Wei established a conditional gift., Company A provided Wei with an unconditional financial award., 'If Wei stays with the company, the gift transforms into a permanent benefit.', Company A and Wei signed a standard employment contract., Company A and Wei agreed on a permanent monetary incentive., Company A and Wei established a gift with obligations., 'If Wei leaves the company the following year, Company A still has an obligation to make the payment.', 'If Wei does not leave the company the following year, Company A can withdraw the funding before making the payment.', Company A and Wei formed a non-binding agreement.]",Company A and Wei established a conditional gift.,B,Law,Law,Civil and Commercial Law,easy,false
152eaa548af34e60b6c7ec2899351ef2,"Under Chinese law,Gong made a notarized will stating that all his property should go to his eldest son, Gong Wen, after his death. After Gong Wen became aware of this, he wrote a will stating that all of Gong's estate should go to his younger brother, Gong Wu, and that all of his own estate should go to his son, Gong Xiaowen. Gong later wrote on Gong Wen's will: ""Agreed, but still leave 100,000 yuan for Gong Xiaowen."" Subsequently, Gong Wen died before Gong. Regarding the validity of the wills, which of the following statements is correct?","['The entirety of Gong Wen\'s will is valid and enforceable by law.', 'Gong Wen\'s will overrides Gong\'s original will upon Gong\'s death.', 'The part of Gong Wen\'s will that deals with the disposal of Gong\'s property is valid.', 'The amendment made by Gong on Gong Wen\'s will is legally binding.', 'Gong\'s will is invalid because Gong Wen died first.', 'Gong\'s handwritten note on Gong Wen\'s will invalidates the original terms.', 'Gong Wen\'s will is valid for distributing Gong\'s estate to Gong Wu.', 'Gong\'s will has been altered by him in writing.', 'Gong Wen\'s will becomes void since he died before Gong.', 'The part of Gong Wen\'s will that was amended by Gong is legally effective']",The part of Gong Wen's will that was amended by Gong is legally effective,J,Law,Law,Civil and Commercial Law,hard,false
09bad0a9858f49cc810690208e63c39c,"Under Chinese law,Great Wall Company and Four Seas Company signed a joint venture agreement, stipulating that both parties would invest 10 million RMB each to establish a factory, with Great Wall Company providing the factory building. Regarding profit distribution, Great Wall Company is entitled to a priority profit of 1 million RMB each year, and the remaining profit is to be split equally between the two parties. In case of a loss, it does not affect Great Wall Company's right to receive the priority profit. This agreement()","[Is entirely invalid, Is mostly legal, Is legal and valid, Is partially invalid, Is entirely revocable, Is partly revocable, Is partially enforceable, Is entirely enforceable, Is minimally enforceable, Is completely legal]",Is partially invalid,D,Law,Law,Civil and Commercial Law,middle,false
ba7b7422f3f147c897cb441b65465cbe,"In civil activities, parties should consider the interests of all parties when establishing their rights and obligations. This is a reflection of which basic principle in Chinese civil law?","[Principle of voluntariness, Principle of uniformity, Principle of legality, Principle of good faith, Principle of reciprocity, Principle of consistency, Principle of fairness, Principle of balance, Principle of equality, Principle of transparency]",Principle of fairness,G,Law,Law,Civil and Commercial Law,middle,false
ddd13e7149484eec93b1d80689072bcb,"On June 3, 2016, a fire broke out in a dormitory building at a certain university in China, resulting in the deaths of three people. It was later determined that the fire was caused by student Chen, who carelessly discarded a cigarette butt, igniting the bedding. The serious consequences of his actions have violated criminal law, and he should be prosecuted under the charge of __________.","[Unintentional injury, Fire negligence, Reckless endangerment, Public endangerment, Criminal mischief, Major responsibility accident, Involuntary manslaughter, Arson, Fire safety responsibility accident, Negligent homicide]",Fire negligence,B,Law,Law,Criminal Law,middle,false
450d965c92684bb7a57d996878bb18bd,"Scott White: ""I don't know what she liked. I didn't know her.""Detective Ray Barrett: ""You wanted to scare her and maybe she wanted to be scared, but it went a little too far.""Scott White: ""No, that's not it. I didn't mean to...""Detective Ray Barrett: ""You didn't mean to kill her.""Which step and tactic is being used by Ray here?","['Step 1: Confrontation', 'Step 5: Reinforcement through positive confrontation', 'Step 6: Presenting alternative questions for rationalization', 'Step 4: Overcoming objections to the charges', 'Step 2: Behavioral Contrast Method - Intimidation', 'Step 2: Psychological Theme Development - Minimisation (for an emotional suspect)', None of the 9 step approach tactics are being used here, 'Step 2: Emotional Tone Setting - Sympathy (for an unstable suspect)', 'Step 2: Psychological Theme Development - Rationalization (for a defensive suspect)', 'Step 3: Creating an opportunity for the suspect to confess']",Step 2: Psychological Theme Development - Minimisation (for an emotional suspect),F,Law,Law,Criminal Law,middle,false
302e1928e6f74d9681fe076bbe0f5c0d,"In China, Chen robbed taxi driver Yang, stabbing Yang with a knife and forcibly taking the belongings before fleeing the scene. Yang then drove after Chen and, when Chen had run 40 meters ahead, struck him, causing severe injuries and recovering the stolen items. Regarding the nature of Yang's actions, which of the following statements is correct?","[Excessive self-defense, Legal property reclamation, Unintentional injury defense, Involuntary reaction analysis, Voluntary manslaughter defense, Reasonable response measure, Emergency avoidance, Necessary force application, Justifiable self-defense, Intentional homicide]",Justifiable self-defense,I,Law,Law,Criminal Law,middle,false
f86dfd68a04d49a3b2a8c176f0477f9f,General average is based upon a _______ between the ship-owner and all the shippers who have cargo aboard the same vessel on a particular voyage.,"[Covenant, Partnership, Union, Contract, Accord, Consortium, Arrangement, Agreement, Alliance, Relationship]",Relationship,J,Law,Law,International Law,easy,false
5322d1b1828d4ad7a833fc4a09dce182,The carrier and the shipper have signed a door-to-door container transport contract and the goods have been stolen from the warehouse at the port of destination. Which one is correct in the following statement?,"[The maximum amount of compensation of the marine carrier and the air carrier shall be the same, 'Under theWarsaw Convention, the carrier has the right to claim the maximum amount of compensation', 'Under the Rotterdam Rules, the shipper has liability for damaged goods', 'Under theHamburg Rules, the carrier has the right to claim the maximum amount of compensation', 'According to international logistics regulations, compensation is limited by agreement', 'Under the Rotterdam Rules, the carrier has the right to claim the minimal amount of compensation', 'Under international trade laws, the shipper retains the responsibility for all goods', 'Under the Hague-Visby Rules, no compensation claim can be made by the carrier', 'Under theMontreal Protocol, the carrier has the right to claim the maximum amount of compensation', 'Under theHague-Visby Rules, the carrier has the right to claim the maximum amount of compensation']","Under theHamburg Rules, the carrier has the right to claim the maximum amount of compensation",D,Law,Law,International Law,middle,false
2656f3b1bb40461e8dac7ba4aa267df3,What standard does the European Economic Community 'Directive on Liability for Defective Products' use for defining product defects?,"[Objective standard, 'Predominantly subjective, with supplementary objective standard', 'Predominantly subjective, with additional objective standards', Subjective standard, Objective and comparative standards, 'Predominantly subjective, with additional comparative standards', 'Predominantly objective, with supplementary subjective standard', 'Predominantly comparative, with supplementary subjective standard', 'Predominantly objective, with additional subjective standards', Subjective and comparative standards]",Objective standard,A,Law,Law,International Law,middle,false
cea7db7a52bc4653b66a3ac8bdab6a5e,"In the divorce agreement between Mr. Najad from Country A and Ms. Mallian from Country B, it is stipulated that the law of Country A will apply. However, Country A is a federation consisting of several states, each with different civil legislation. The case concerning their divorce agreement is now being heard in China. According to the Law on the Application of Laws, how should the Chinese court apply the law in this case?","[Apply the law of the area with the closest connection to the plaintiff., Use the federal law of Country A as the governing law., Apply the law of the area with the closest connection to the agreement., Apply the law of the area with the closest connection to the court., 'Determine the applicable law according to Country A\'s national legal framework.', Determine the applicable law according to the inter-state conflict-of-law rules of Country A., Apply the law of the area with the closest connection to the dispute., Apply the law of the area with the closest connection to the marriage., Apply the law of the area with the closest connection to the defendant., Apply the law of the place where the marriage contract was signed.]",Apply the law of the area with the closest connection to the dispute.,G,Law,Law,International Law,middle,false
5b9ea28ba01b4793933250180aee74e0,"Chinese Company A has chartered its cargo ship 'Oriental' to Korean Company B. To facilitate its use, the registration country of the 'Oriental' was changed from China to Panama. Now, the 'Oriental' has collided with another Panamanian cargo ship in a certain sea area and the case has been brought before a maritime court in China. Regarding the applicable law for this case, which of the following is correct?","['If the collision occurred on the high seas, the damage compensation should be governed by Chinese law.', 'If, with the consent of Company B, Company A mortgaged the \'Oriental\' to Korean Company C during the lease period, the mortgage should be governed by Chinese law.', 'If the collision took place in international waters, the liability should be governed by Korean law.', 'Once the charter period concludes and the \'Oriental\' reverts to Chinese registration, if Company A secures it to Korean Company C, the debt should be regulated by Panamanian law.', 'If the lease period is renewed and the flag state remains Panamanian, any mortgage by Company A to Korean Company C should be governed by Korean law.', 'If the collision occurred in Chinese territorial waters, the damage compensation should be governed by Chinese law.', 'If the \'Oriental\' crashes while leased to Korean Company B, liability should be judged under Panamanian law.', 'If the collision occurred between the \'Oriental\' and a Chinese fishing vessel, the liability should be governed by Panamanian law.', 'If the lease period is extended and the flag state remains Panamanian, any mortgage by Company A to Korean Company C should be governed by Panamanian law.', 'After the lease period ends and the flag state of the \'Oriental\' changes back to China, if Company A mortgages the ship to Korean Company C, the mortgage should be governed by Chinese law.']","After the lease period ends and the flag state of the 'Oriental' changes back to China, if Company A mortgages the ship to Korean Company C, the mortgage should be governed by Chinese law.",J,Law,Law,International Law,middle,false
425c091f9b92426fb756d7f2702edc8b,"In the choice of law method, what type of connection must a case have to the state of Kentucky for the Kentucky court to apply Kentucky law under the Kentucky method?","[Most intimate connection, Nominal or insignificant connection, Most significant connection, Direct or primary connection, Tangential or related connection, Minimum connection, Sufficient or adequate connection, Partial or secondary connection, Complete or total connection, Minimal or negligible connection]",Sufficient or adequate connection,G,Law,Law,International Law,middle,false
3d7fa8eb306644c2ac53eb6d48ee9abc,"Among the legal norms within the scope of international private law listed below, which norm belongs to the method of indirect adjustment?","['Article 22 of China\'s Contract Law: \'Contractual disputes shall be resolved under the law applicable in the country where the contract was signed.\'', 'Article 144 of China\'s General Principles of Civil Law: \'The ownership of immovable property is governed by the law of the location of the immovable property.', The provisions of the 1980 United Nations Convention on Contracts for the International Sale of Goods., 'The International Commercial Terms (Incoterms).', 'Article 5 of China\'s Civil Procedure Law: \'Foreigners, stateless persons, foreign enterprises, and organizations have the same litigation rights and obligations as citizens, legal persons, and other organizations of the People\'s Republic of China when they bring or respond to a lawsuit in Chinese courts.', 'Article 17 of the EU Directive on Consumer Protection: \'Consumers must receive clear and comprehensive information before signing a contract.', 'Article 23 of China\'s Company Law: \'Business operations should follow labor laws applicable in the region where the company operates.\'', 'Article 8 of China\'s Civil Code: \'The creation of family trusts is supervised under the law of the place where the trust was established.\'', 'Article 15 of the EU Regulation on Jurisdiction and the Enforcement of Judgments: \'In commercial matters, a person domiciled in a Member State shall be sued in that State.\'', 'Article 9 of Brazil\'s Code of Civil Procedure: \'Citizens and foreign entities must observe the same procedural requirements in Brazilian courts.\'']",Article 144 of China's General Principles of Civil Law: 'The ownership of immovable property is governed by the law of the location of the immovable property.,B,Law,Law,International Law,middle,false
fde684d123f84bf3bcfc70199597f786,"According to Chinese law, what generally applies to resolving legal conflicts in litigation procedures?","['Law of the court\'s location', Law of the primary evidence, Law chosen by the parties, Personal choice of the judge, Law of the secondary connections, Law of the closest connection, Law referenced in agreements, Personal law of the parties, Law of the nearest jurisdiction, Law of the national court]",Law of the court's location,A,Law,Law,Procedural Law,middle,false
ec11ad7e7d954aeaa9ce77b884513d32,In which document are the rules for the treatment of prisoners of war during international conflicts primarily outlined?,"[The Third Geneva Convention, The Fifth Geneva Agreement, The Third Geneva Protocol, The International Conflict Accord, The Seventh Geneva Convention, The Fourth Geneva Convention, The Second Human Rights Treaty, The First War Conduct Manual, The Eighth Geneva Convention, The Sixth Geneva Convention]",The Fourth Geneva Convention,F,Law,Law,Military Law,easy,false
efeb9b649c9d440ab63c6086f03b1ee8,"Under the UCMJ, what is the maximum punishment for an offense classified as ""conduct unbecoming an officer and a gentleman""?","[Letter of censure and loss of privileges, Monetary penalty and suspension, Reassignment and mandatory counseling, Forced resignation and probation, Termination of commission and isolation, Demotion and restriction to base, Dishonorable discharge and confinement, Temporal reduction in rank and community service, Summary court-martial and fine, Reprimand and forfeiture of pay]",Dishonorable discharge and confinement,G,Law,Law,Military Law,easy,false
3d493f67a8b14939b68fc7e1305d08f6,"What does the term ""combatant status"" signify in military law?","[The lawful position of soldiers who are eligible to partake in conflict zones and are secured by the war regulations., The protocol status that regulates the conduct during wartime encounters., The legal status of individuals who are entitled to participate in hostilities and are protected by the laws of war., The operational code that dictates the rules of engagement during combat., The public designation of military personnel during international conflicts., The disciplinary ranking within the military that determines engagement rules., The legal status of individuals who are required to follow the rules of combat and are governed by the statutes of war., The official categorization used to determine eligibility for deployment., The medical classification that assesses fitness for duty in combat situations., The judicial standing of members who can engage in battles and are safeguarded under the warfare laws.]",The legal status of individuals who are entitled to participate in hostilities and are protected by the laws of war.,C,Law,Law,Military Law,easy,false
2c602e0e39c94a5da5cf60ab389cd2e1,"Party A and Party B are individual shareholders of a certain limited liability company. Later, Party A, with the knowledge but without the consent of Party B, pledged his own shares to the bank to help his sister obtain a loan. Party B filed a lawsuit in court claiming that Party A had infringed upon his shareholder rights. Which of the following judgments about this case is correct?","[Pledging practices reflect inherent conflict within joint ownership., The litigation relationship is an equity relationship., A guaranty relationship is a protective legal relationship for creditor rights., The creditor-debtor relationship is the primary legal relationship in a pledge arrangement., Equity interests are safeguarded by stipulations in governance contracts., Joint liability is an ancillary outcome of the equity relationship., Judicial intervention ensures the enforceability of shareholder provisions., Expropriation clauses inherently protect against equity displacement., Share allocation disputes often lead to mediation rather than litigation., The creditor-debtor relationship is an adaptive legal relationship of a pledge relationship.]",The creditor-debtor relationship is the primary legal relationship in a pledge arrangement.,D,Law,Law,Constitutional and Administrative Law,middle,false
27dddd55ac3246129569862e66aa1d5f,"A plastic surgeon and a patient entered into a contract. In this contract, the surgeon agreed to perform five independent surgeries on the patient over the next few months for a cost of $10,000 per surgery ($50,000 total). The patient paid $40,000 in advance. However, after performing two surgeries, the surgeon informed the patient that the surgeon was moving out of state and could not perform the remaining three surgeries.
If the patient sues the surgeon for restitution, how much is the patient likely to recover?","['$45,000 (the total contract value minus the advance payment and two performed surgeries).', '$35,000 (the sum of the value of three remaining surgeries, considering advance payment).', '$15,000 (the difference between the total value of the contract and two performed surgeries).', '$20,000 (the difference between the advance payment and the value of the surgeries already performed).', '$60,000 (the contract price plus additional compensation for the breach of contract).', '$50,000 (the contract price, which represents the value of the patient\'s expectation interest).', '$40,000 (the sum of advance payment minus the value of the already performed surgeries).', '$25,000 (the difference between the advance payment and the contract price of the remaining surgeries).', '$10,000 (the difference between the contract price and the advance payment).', '$30,000 (the difference between the contract price and the value of the surgeries already performed).']","$20,000 (the difference between the advance payment and the value of the surgeries already performed).",D,Law,Law,Contract Law,middle,true
7589a84fa0074d1db88e065ef7c5685a,"A driver and his neighbor signed a document titled ""Completely Integrated Agreement,"" in which the driver promised to sell his neighbor a car. However, the document contained no promises or performance from the neighbor in exchange for the driver's promise to sell. In previous oral conversations, the neighbor had agreed to pay the driver the car's Bluebook value, which was $300. On the date the parties agreed to close the deal, the driver refused to convey the car. The neighbor sued the driver for breach of the written contract.
Is the court likely to allow the driver to offer evidence that the neighbor had previously orally agreed to pay the car's Bluebook value?","['No, because the written contract explicitly nullifies prior oral promises.', 'No, because the prior oral agreement is enforceable independently of the written contract.', 'Yes, because the prior oral agreement provides context to the written contract terms.', 'Yes, because the previous agreement to pay the car\'s Bluebook value is outside the scope of the written contract.', 'No, because the previous agreement to pay the car\'s Bluebook value contradicts the integrated terms of the written contract.', 'No, because the previous agreement to pay the car\'s Bluebook value helps to interpret the terms of the written contract.', 'Yes, because the written contract is unlikely to be considered a binding agreement.', 'No, because the integrated agreement supersedes all prior oral statements about the car.', 'Yes, because oral agreements are admissible regardless of the written contract.', 'No, because the car\'s value is determined by the integrated written agreement alone.']","Yes, because the written contract is unlikely to be considered a binding agreement.",G,Law,Law,Contract Law,middle,false
8dde779ecd564e34a4d77208ad822e1a,"A couple contracted with a nanny to care for their children for eight hours each day of the workweek. As they were discussing the terms, the couple told the nanny that they generally paid $15 per hour, and the nanny agreed that this was a good rate. When they finalized the agreement, the parties signed a completely integrated contract that specified an hourly rate of pay for the nanny of $12 per hour, plus lunch and dinner paid for by the couple. At the time the parties signed the contract, the couple mistakenly believed that the nanny was in agreement with the change based on subsequent discussions. However, the nanny mistakenly believed that the parties had settled on the rate of $15 per hour. The nanny discovered the mistake when the couple paid the nanny for the first month of work.
If the nanny brings suit against the couple for the $15 per hour rate, who is likely to prevail?","['The couple, because the reduced rate was mutually agreed upon in written form.', 'The couple, because the parol evidence rule will bar the nanny from bringing in evidence of the previous negotiations.', 'The nanny, because the nanny relied on the $15-per-hour discussion when the agreement was signed.', 'The couple, because the lunch-and-dinner provision, when added to the $12-per-hour pay rate, is reasonably comparable to $15 per hour.', 'The nanny, because the $12 rate is unfair and exploitative under the circumstances.', 'The nanny, because the ambiguous nature of the lunch-and-dinner provision will allow the nanny to present evidence of the previous negotiations.', 'The nanny, because the couple initially mentioned paying $15 per hour, creating an expectation.', 'The couple, because the signed contract is the primary document governing the agreement.', 'The couple, because the contract terms override any oral agreements made previously.', 'The nanny, because $15 per hour was initially discussed as the agreed rate.']","The couple, because the parol evidence rule will bar the nanny from bringing in evidence of the previous negotiations.",B,Law,Law,Contract Law,hard,false
5f5cfc087c9847dba430f46620009a5c,"A woman contracted to sell her ring to a coworker for $300.
Both parties believed that the ring had a cubic zirconia stone and was worth $300. The parties agreed that the woman would bear the risk of any mistake regarding the worth of the ring. In reality, the stone in the ring was a diamond, and the ring was worth $2,000. Upon learning of this mistake, the woman refused to sell the ring to the coworker for $300.
If the coworker sues to enforce the contract, is she likely to prevail?","['No, because the contract was based on a mutual mistake of value.', 'No, because the woman would be unduly burdened by selling the ring for only $300.', 'Yes, because the woman agreed to bear the risk of a mistake regarding the worth of the ring.', 'Yes, because the woman\'s agreement included accepting all risks.', 'Yes, because both parties believed the ring was only worth $300.', 'Yes, because the woman cannot retract after agreeing to the sale terms.', 'No, because the woman deserves to receive the fair market value.', 'No, because the woman was unaware of the actual worth of the ring.', 'No, because the coworker acted in bad faith when buying the ring.', 'Yes, because the coworker reasonably relied on the stated price.']","Yes, because the woman agreed to bear the risk of a mistake regarding the worth of the ring.",C,Law,Law,Contract Law,easy,false
b0f1388d2dfb4fc5b3b18aa2a72d7957,"A 16-year-old planned to throw a party while his parents were out of town.
He texted a 23-year-old friend and asked the friend to purchase liquor for him. At first the friend declined, knowing that it is unlawful for a person to supply alcohol to a minor. The 16-year-old texted back, ""I will transfer $500 into your online bank if you purchase the alcohol,"" and the 23-year-old then agreed by text. The 16-year-old transferred $500 into the 23-year-old's account, but the 23-year-old did not purchase the liquor.
Can the 16-year-old enforce the contract?","['No, because the transfer of money was incomplete.', 'No, because the agreement lacks mutual consideration.', 'Yes, because the 23-year-old accepted the offer explicitly.', 'Yes, because both parties consented to the agreement.', 'No, because the contract violates public policy.', 'Yes, because the contract was executed in good faith.', 'No, because the contract was illegal.', 'No, because the 16-year-old lacked capacity to enter into a contract.', 'Yes, because the contract was only voidable by the 16-year-old.', 'Yes, because the text messages satisfy the statute of frauds.']","No, because the contract was illegal.",G,Law,Law,Contract Law,middle,false
30f543f9dadc49f39721506748c0e05a,"An engineer resigned from a technology company. She formed her own company and continued using the same technical designs that she had used during her previous employment. The technology company sued the engineer in federal court, seeking damages for using its patented designs in breach of her employment contract. The technology company claimed it held an exclusive license to use the designs, granted by the patent holder. The engineer filed counterclaims against the technology company, seeking a declaration that the patent was invalid and that the designs were in the public domain. The technology company filed a motion to dismiss the engineer's counterclaim for failure to join an indispensable party. In ruling on the motion, the court determined that the patent holder was a necessary party, but that joinder was not feasible.
Which of the following actions should the court take next?","[The court should allow the lawsuit to proceed without considering the patent holder., The court should require additional evidence before making any ruling., 'The court should deny the motion to dismiss the counterclaim, because the patent holder is the real party in interest.', The court should determine whether the patent holder is an indispensable party., The court should appoint a special master to resolve the claims of both parties., The court should transfer the case to a different jurisdiction for better adjudication., The court should consolidate the lawsuits to simplify the proceedings., 'The court should dismiss the lawsuit, because the technology company should have named the patent holder in the original lawsuit.', 'The court should deny the motion to dismiss the counterclaim, because the patent holder is a necessary party.', The court should grant a summary judgment in favor of the technology company.]",The court should determine whether the patent holder is an indispensable party.,D,Law,Law,Contract Law,middle,false
